Date;port_log_returns_gross;port_log_returns_net;cost;turnover;VaR_hist;ES_hist;VaR_breach;equity;drawdown;drawdown_mag;exposure_dd;exposure_cb;exposure_final;corr_abs_mean;corr_stress_flag
2016-11-14;-0,00036056220567317503;-0,00036056220567317503;0,0;0,0;;;;0,9916827483945629;-0,007544954743655453;0,007544954743655453;1,0;1,0;1,0;;
2016-11-15;3,657983226707499e-05;3,657983226707499e-05;0,0;0,0;;;;0,991719024646647;-0,007508650240565061;0,007508650240565061;1,0;1,0;1,0;;
2016-11-16;-0,0009812330046029634;-0,0009812330046029634;0,0;0,0;;;;0,9907463944748228;-0,008482037871597391;0,008482037871597391;1,0;1,0;1,0;;
2016-11-17;2,7920009434649964e-05;2,7920009434649964e-05;0,0;0,0;;;;0,9907740565096642;-0,0084543542942791;0,0084543542942791;1,0;1,0;1,0;;
2016-11-18;0,000242823318371025;0,000242823318371025;0,0;0,0;;;;0,9910146687657727;-0,008213554655572086;0,008213554655572086;1,0;1,0;1,0;;
2016-11-21;-0,000480996362386675;-0,000480996362386675;0,0;0,0;;;;0,9905381089359848;-0,00869048561782305;0,00869048561782305;1,0;1,0;1,0;;
2016-11-22;-0,00021220495206922502;-0,00021220495206922502;0,0;0,0;;;;0,9903279341449098;-0,008900824087586447;0,008900824087586447;1,0;1,0;1,0;;
2016-11-23;1,0939464740224994e-05;1,0939464740224994e-05;0,0;0,0;;;;0,9903387678616841;-0,008889981933793938;0,008889981933793938;1,0;1,0;1,0;;
2016-11-24;8,442453401077504e-05;8,442453401077504e-05;0,0;0,0;;;;0,9904223802800937;-0,008806304400196599;0,008806304400196599;1,0;1,0;1,0;;
2016-11-25;-5,726703742650003e-05;-5,726703742650003e-05;0,0;0,0;;;;0,9903656633485949;-0,008863065501373914;0,008863065501373914;1,0;1,0;1,0;;
2016-11-28;0,0008700136630063751;0,0008700136630063751;0,0;0,0;;;;0,9912276699314602;-0,008000387610088817;0,008000387610088817;1,0;1,0;1,0;;
2016-11-29;-0,00033060985340245;-0,00033060985340245;0,0;0,0;;;;0,9909000144628634;-0,008328298248285536;0,008328298248285536;1,0;1,0;1,0;;
2016-11-30;-0,00044519922460535;-0,00044519922460535;0,0;0,0;;;;0,9904589647295474;-0,008769691459720336;0,008769691459720336;1,0;1,0;1,0;;
2016-12-01;-0,0005518059780567749;-0,0005518059780567749;0,0;0,0;;;;0,9899125743164021;-0,00931650738757996;0,00931650738757996;1,0;1,0;1,0;;
2016-12-02;0,00035958822714770005;0,00035958822714770005;0,0;0,0;;;;0,9902685992313794;-0,008960205209612026;0,008960205209612026;1,0;1,0;1,0;;
2016-12-05;-0,00010313668703895005;-0,00010313668703895005;0,0;0,0;;;;0,9901664714754258;-0,009062412500019152;0,009062412500019152;1,0;1,0;1,0;0,22482525384777352;0,0
2016-12-06;-0,0015832024393313;-0,0015832024393313;0,0;0,0;;;;0,988600077788779;-0,010630026053534126;0,010630026053534126;1,0;1,0;1,0;0,19575982126717384;0,0
2016-12-07;-0,0006787898751896;-0,0006787898751896;0,0;0,0;;;;0,9879292537653991;-0,01130137249730394;0,01130137249730394;1,0;1,0;1,0;0,1939601579501601;0,0
2016-12-08;-0,00040127063446837504;-0,00040127063446837504;0,0;0,0;;;;0,9875329062935497;-0,01169802863430773;0,01169802863430773;1,0;1,0;1,0;0,18314961396717055;0,0
2016-12-09;5,368603657445001e-05;5,368603657445001e-05;0,0;0,0;;;;0,9875859244444299;-0,011644969194263612;0,011644969194263612;1,0;1,0;1,0;0,18446192620383342;0,0
2016-12-12;-0,0006013106014077999;-0,0006013106014077999;0,0;0,0;;;;0,9869922570653927;-0,01223909890609275;0,01223909890609275;1,0;1,0;1,0;0,18790592183876345;0,0
2016-12-13;0,00033495645407705235;0,00033495645407705235;0,0;0,0;;;;0,9873229118664092;-0,011908186599673909;0,011908186599673909;1,0;1,0;1,0;0,187247103073921;0,0
2016-12-14;-0,00042897655765952497;-0,00042897655765952497;0,0;0,0;;;;0,9868994643134088;-0,012331963922670641;0,012331963922670641;1,0;1,0;1,0;0,18615109865297405;0,0
2016-12-15;-0,00016200605775319998;-0,00016200605775319998;0,0;0,0;;;;0,9867395935721606;-0,012491959167115043;0,012491959167115043;1,0;1,0;1,0;0,18661588727805023;0,0
2016-12-16;-0,0002478107269673;-0,0002478107269673;0,0;0,0;;;;0,9864950992115639;-0,012736643933592777;0,012736643933592777;1,0;1,0;1,0;0,1874993296404955;0,0
2016-12-19;0,00038106121770005;0,00038106121770005;0,0;0,0;;;;0,9868710858677413;-0,01236036446873725;0,01236036446873725;1,0;1,0;1,0;0,19059724979359086;0,0
2016-12-20;0,00016358720267344693;0,00016358720267344693;0,0;0,0;;;;0,9870325385535144;-0,012198786047790572;0,012198786047790572;1,0;1,0;1,0;0,18917059680147727;0,0
2016-12-21;-0,002980341015829175;-0,002980341015829175;0,0;0,0;;;;0,9840952242682334;-0,01513838783742541;0,01513838783742541;1,0;1,0;1,0;0,19048115295041343;0,0
2016-12-22;0,0026634034347431503;0,0026634034347431503;0,0;0,0;;;;0,9867197604164832;-0,012511807768340773;0,012511807768340773;1,0;1,0;1,0;0,0863957612738507;0,0
2016-12-23;-0,0002639233209850222;-0,0002639233209850222;0,0;0,0;;;;0,9864593764226482;-0,01277239454249197;0,01277239454249197;1,0;1,0;1,0;0,08565465296250052;0,0
2016-12-26;7,902943915979997e-05;7,902943915979997e-05;0,0;0,0;;;;0,9865373388345431;-0,012694371415488251;0,012694371415488251;1,0;1,0;1,0;0,08685973532513402;0,0
2016-12-27;-0,00010869328442094998;-0,00010869328442094998;0,0;0,0;;;;0,9864301146783596;-0,012801679075069822;0,012801679075069822;1,0;1,0;1,0;0,0861004731220353;0,0
2016-12-28;0,00042472660182185033;0,00042472660182185033;0,0;0,0;;;;0,9868491667738886;-0,012382300632613063;0,012382300632613063;1,0;1,0;1,0;0,088054641174789;0,0
2016-12-29;-0,00047545744917535006;-0,00047545744917535006;0,0;0,0;;;;0,9863800735121131;-0,012851759212081652;0,012851759212081652;1,0;1,0;1,0;0,08651468301875387;0,0
2016-12-30;-0,00034935811311725203;-0,00034935811311725203;0,0;0,0;;;;0,9860355338181874;-0,013196567224604988;0,013196567224604988;1,0;1,0;1,0;0,08588962726803434;0,0
2017-01-02;0,0009255975237503;0,0009255975237503;0,0;0,0;;;;0,9869486283804626;-0,012282761567913685;0,012282761567913685;1,0;1,0;1,0;0,08810224626012751;0,0
2017-01-03;0,001020735767006;0,001020735767006;0,0;0,0;0,0009753453043664837;0,0020728397817657927;0,0;0,9879565564722615;-0,011274048527799906;0,011274048527799906;1,0;1,0;1,0;0,09632601545395932;0,0
2017-01-04;-0,00032785184857475;-0,00032785184857475;0,0;0,0;0,0009733827376209905;0,0020728397817657927;0,0;0,9876327061792699;-0,01159815102701917;0,01159815102701917;1,0;1,0;1,0;0,09536310993724682;0,0
2017-01-05;-8,484002406895e-05;-8,484002406895e-05;0,0;0,0;0,0009714201708754974;0,0020728397817657927;0,0;0,9875489189510119;-0,011682003506602269;0,011682003506602269;1,0;1,0;1,0;0,09527186965643934;0,0
2017-01-06;-0,0002995888544929;-0,0002995888544929;0,0;0,0;0,0009694576041300042;0,0020728397817657927;0,0;0,9872531046151792;-0,01197804821498466;0,01197804821498466;1,0;1,0;1,0;0,08966779401394447;0,0
2017-01-09;0,0010531838974833945;0,0010531838974833945;0,0;0,0;0,000967495037384511;0,0020728397817657927;0,0;0,9882934114087234;-0,01093693125743064;0,01093693125743064;1,0;1,0;1,0;0,09324890358079611;0,0
2017-01-10;0,0006539391905475;0,0006539391905475;0,0;0,0;0,0009655324706390178;0,0020728397817657927;0,0;0,9889399065634238;-0,010289932629033709;0,010289932629033709;1,0;1,0;1,0;0,0965253340197348;0,0
2017-01-11;0,00028787252459756385;0,00028787252459756385;0,0;0,0;0,0009635699038935246;0,0020728397817657927;0,0;0,9892246361719508;-0,010004981280455802;0,010004981280455802;1,0;1,0;1,0;0,09559969917574827;0,0
2017-01-12;-0,001409810003585752;-0,001409810003585752;0,0;0,0;0,0010344013965706814;0,0021585551815623506;1,0;0,9878309999960216;-0,011399702784174372;0,011399702784174372;1,0;1,0;1,0;0,10694248763434062;0,0
2017-01-13;-0,00039414133574413137;-0,00039414133574413137;0,0;0,0;0,0010290845573739094;0,0021585551815623506;0,0;0,9874417316845991;-0,011789274247684358;0,011789274247684358;1,0;1,0;1,0;0,10294805585600277;0,0
2017-01-16;-0,00017832179239005331;-0,00017832179239005331;0,0;0,0;0,0010237677181771376;0,0021585551815623506;0,0;0,987265665003854;-0,011965478044604188;0,011965478044604188;1,0;1,0;1,0;0,10175418618660366;0,0
2017-01-17;0,0017715793429155032;0,0017715793429155032;0,0;0,0;0,0010184508789803659;0,0021585551815623506;0,0;0,9890162346406021;-0,010213545109524134;0,010213545109524134;1,0;1,0;1,0;0,12153875769381743;0,0
2017-01-18;-0,000401736952746075;-0,000401736952746075;0,0;0,0;0,001013134039783594;0,0021585551815623506;0,0;0,9886189900715352;-0,010611099042381535;0,010611099042381535;1,0;1,0;1,0;0,11889652258876092;0,0
2017-01-19;-0,0005935495457938384;-0,0005935495457938384;0,0;0,0;0,0010078172005868222;0,0021585551815623506;0,0;0,9880323698303262;-0,011198176128253924;0,011198176128253924;1,0;1,0;1,0;0,12009512203677485;0,0
2017-01-20;-0,000836868123961525;-0,000836868123961525;0,0;0,0;0,0010025003613900502;0,0021585551815623506;0,0;0,9872058629214531;-0,012025326699319381;0,012025326699319381;1,0;1,0;1,0;0,10927864346315025;0,0
2017-01-23;0,000812954494817531;0,000812954494817531;0,0;0,0;0,0009971835221932784;0,0021585551815623506;0,0;0,9880087426731584;-0,011221821685640253;0,011221821685640253;1,0;1,0;1,0;0,11356295060329095;0,0
2017-01-24;-0,0012656331718904;-0,0012656331718904;0,0;0,0;0,0011053761268735992;0,0021941678582327504;1,0;0,9867590770102843;-0,012472460555793876;0,012472460555793876;1,0;1,0;1,0;0,12244876496849955;0,0
2017-01-25;0,000519707096884025;0,000519707096884025;0,0;0,0;0,0010964729577059992;0,0021941678582327504;0,0;0,9872720359881862;-0,011959102098714253;0,011959102098714253;1,0;1,0;1,0;0,11566784244954109;0,0
2017-01-26;-0,0005918605866047;-0,0005918605866047;0,0;0,0;0,0010875697885383995;0,002009734846617025;0,0;0,9866878814678988;-0,012543711543425443;0,012543711543425443;1,0;1,0;1,0;0,11404877602101694;0,0
2017-01-27;-0,00037795731493997503;-0,00037795731493997503;0,0;0,0;0,0010822529493416278;0,002009734846617025;0,0;0,9863150260316937;-0,012916857349795466;0,012916857349795466;1,0;1,0;1,0;0,11266404497572463;0,0
2017-01-30;-0,0006043885151970404;-0,0006043885151970404;0,0;0,0;0,0010769361101448558;0,002009734846617025;0,0;0,9857190886645847;-0,013513258817504419;0,013513258817504419;1,0;1,0;1,0;0,1164545281374385;0,0
2017-01-31;7,5555695508075e-05;7,5555695508075e-05;0,0;0,0;0,001071619270948084;0,002009734846617025;0,0;0,9857935681695443;-0,013438721309833682;0,013438721309833682;1,0;1,0;1,0;0,11660768343900448;0,0
2017-02-01;-0,0005980353688483;-0,0005980353688483;0,0;0,0;0,001066302431751312;0,002009734846617025;0,0;0,9852042049969723;-0,014028543463193077;0,014028543463193077;1,0;1,0;1,0;0,12077709775604874;0,0
2017-02-02;-0,0007489218990654999;-0,0007489218990654999;0,0;0,0;0,0010609855925545403;0,002009734846617025;0,0;0,9844666402164807;-0,01476668264004908;0,01476668264004908;1,0;1,0;1,0;0,12005611910883764;0,0
2017-02-03;-0,0008073024326985;-0,0008073024326985;0,0;0,0;0,0010556687533577686;0,002009734846617025;0,0;0,983672198623386;-0,01556174292369802;0,01556174292369802;1,0;1,0;1,0;0,10438840324037858;0,0
2017-02-06;0,00010262684352640002;0,00010262684352640002;0,0;0,0;0,0010503519141609966;0,002009734846617025;0,0;0,9837731549765227;-0,015460707948365952;0,015460707948365952;1,0;1,0;1,0;0,11555836901253547;0,0
2017-02-07;-0,0005386806452054249;-0,0005386806452054249;0,0;0,0;0,0010450350749642249;0,002009734846617025;0,0;0,9832433581271297;-0,015990917389835258;0,015990917389835258;1,0;1,0;1,0;0,1205185974585505;0,0
2017-02-08;-0,0013438568617888998;-0,0013438568617888998;0,0;0,0;0,0011855046493819991;0,002052449358825442;1,0;0,9819229072407168;-0,017312396609227957;0,017312396609227957;1,0;1,0;1,0;0,12607474766935908;0,0
2017-02-09;-7,391833144982499e-05;-7,391833144982499e-05;0,0;0,0;0,001176601480214399;0,002052449358825442;0,0;0,9818503278203091;-0,017385032552610095;0,017385032552610095;1,0;1,0;1,0;0,12321551322108483;0,0
2017-02-10;-0,00011923931716587499;-0,00011923931716587499;0,0;0,0;0,001167698311046799;0,002052449358825442;0,0;0,9817332596373646;-0,01750219190522604;0,01750219190522604;1,0;1,0;1,0;0,11806479943156332;0,0
2017-02-13;-0,00021050971593885952;-0,00021050971593885952;0,0;0,0;0,0011587951418791992;0,002052449358825442;0,0;0,9815266169986553;-0,017708995471874874;0,017708995471874874;1,0;1,0;1,0;0,11488795795541795;0,0
2017-02-14;0,00050964082009825;0,00050964082009825;0,0;0,0;0,001149891972711599;0,002052449358825442;0,0;0,9820269705181499;-0,01720825229000737;0,01720825229000737;1,0;1,0;1,0;0,14103052082853731;0,0
2017-02-15;-0,00020576941442430316;-0,00020576941442430316;0,0;0,0;0,0011409888035439992;0,002052449358825442;0,0;0,981824920192079;-0,017410459967643576;0,017410459967643576;1,0;1,0;1,0;0,14030634309061815;0,0
2017-02-16;0,00012064845879519998;0,00012064845879519998;0,0;0,0;0,001132085634376399;0,002052449358825442;0,0;0,9819433830015409;-0,01729190490241121;0,01729190490241121;1,0;1,0;1,0;0,14032054334042182;0,0
2017-02-17;-0,00068387510985705;-0,00068387510985705;0,0;0,0;0,0011231824652087991;0,002052449358825442;0,0;0,9812720859304594;-0,017963724762279896;0,017963724762279896;1,0;1,0;1,0;0,14193051180156946;0,0
2017-02-20;-0,0006013486828727771;-0,0006013486828727771;0,0;0,0;0,001114279296041199;0,002052449358825442;0,0;0,980682176642409;-0,018554093456418286;0,018554093456418286;1,0;1,0;1,0;0,1389158652650018;0,0
2017-02-21;-0,00031000076819202697;-0,00031000076819202697;0,0;0,0;0,001105376126873599;0,002052449358825442;0,0;0,9803782115314408;-0,018858295287548926;0,018858295287548926;1,0;1,0;1,0;0,1428463284388639;0,0
2017-02-22;0,00019388887362045;0,00019388887362045;0,0;0,0;0,001096472957705999;0,002052449358825442;0,0;0,9805683143874154;-0,018668044384389508;0,018668044384389508;1,0;1,0;1,0;0,14422143350892022;0,0
2017-02-23;0,00015108230075487503;0,00015108230075487503;0,0;0,0;0,0010875697885383993;0,0019146094202130075;0,0;0,9807164720961223;-0,018519771294293066;0,018519771294293066;1,0;1,0;1,0;0,13282863032763448;0,0
2017-02-24;-0,00049406965687355;-0,00049406965687355;0,0;0,0;0,0010822529493416276;0,0019146094202130075;0,0;0,9802320495243646;-0,01900457112181385;0,01900457112181385;1,0;1,0;1,0;0,13347015139429372;0,0
2017-02-27;-0,00030731178873415004;-0,00030731178873415004;0,0;0,0;0,0010769361101448558;0,0019146094202130075;0,0;0,9799308589419294;-0,019305996263680434;0,019305996263680434;1,0;1,0;1,0;0,14031845525994455;0,0
2017-02-28;-0,000406525303309372;-0,000406525303309372;0,0;0,0;0,0010716192709480838;0,0019146094202130075;0,0;0,9795325732143741;-0,019704592165853546;0,019704592165853546;1,0;1,0;1,0;0,14026577965203635;0,0
2017-03-01;-1,4986930801325022e-05;-1,4986930801325022e-05;0,0;0,0;0,001066302431751312;0,0019146094202130075;0,0;0,9795178931374866;-0,019719283675205077;0,019719283675205077;1,0;1,0;1,0;0,13829874447644422;0,0
2017-03-02;-0,0005591467525159686;-0,0005591467525159686;0,0;0,0;0,0010609855925545403;0,0019146094202130075;0,0;0,9789703519807029;-0,020267251242872448;0,020267251242872448;1,0;1,0;1,0;0,1400804995215038;0,0
2017-03-03;0,000273018231742525;0,000273018231742525;0,0;0,0;0,0010556687533577684;0,0019146094202130075;0,0;0,9792376652241631;-0,019999729822775758;0,019999729822775758;1,0;1,0;1,0;0,13070137874910753;0,0
2017-03-06;-8,963794360104994e-05;-8,963794360104994e-05;0,0;0,0;0,0010503519141609966;0,0019146094202130075;0,0;0,9791498923075064;-0,020087571094708608;0,020087571094708608;1,0;1,0;1,0;0,10942791284628924;0,0
2017-03-07;0,00031511771614285;0,00031511771614285;0,0;0,0;0,0010450350749642246;0,0019146094202130075;0,0;0,9794584884048269;-0,019778734670733353;0,019778734670733353;1,0;1,0;1,0;0,10674424735593226;0,0
2017-03-08;-7,156078266395e-05;-7,156078266395e-05;0,0;0,0;0,001039718235767453;0,0019146094202130075;0,0;0,9793884000966268;-0,019848877561894143;0,019848877561894143;1,0;1,0;1,0;0,1049355220830574;0,0
2017-03-09;-0,0003407583656076;-0,0003407583656076;0,0;0,0;0,0010344013965706811;0,0019146094202130075;0,0;0,9790547221611176;-0,020182815357144637;0,020182815357144637;1,0;1,0;1,0;0,10680751532091974;0,0
2017-03-10;0,000758342441067675;0,000758342441067675;0,0;0,0;0,0010290845573739092;0,0019146094202130075;0,0;0,9797974624992258;-0,019439496592081593;0,019439496592081593;1,0;1,0;1,0;0,08688336933457307;0,0
2017-03-13;0,0005682113538761;0,0005682113538761;0,0;0,0;0,0010237677181771374;0,0019146094202130075;0,0;0,9803543527426132;-0,018882172656983852;0,018882172656983852;1,0;1,0;1,0;0,08366982771146554;0,0
2017-03-14;-0,00030180662630014847;-0,00030180662630014847;0,0;0,0;0,0010184508789803657;0,0019146094202130075;0,0;0,9800585199472277;-0,019178235839294844;0,019178235839294844;1,0;1,0;1,0;0,07649960341302109;0,0
2017-03-15;0,001256282919887206;0,001256282919887206;0,0;0,0;0,0010131340397835937;0,0019146094202130075;0,0;0,9812905244373925;-0,017945271895914786;0,017945271895914786;1,0;1,0;1,0;0,0801052037389329;0,0
2017-03-16;0,00099097338835815;0,00099097338835815;0,0;0,0;0,001007817200586822;0,0019146094202130075;0,0;0,9822634392200683;-0,016971599432383227;0,016971599432383227;1,0;1,0;1,0;0,09132583100745754;0,0
2017-03-17;-0,0002485256500482142;-0,0002485256500482142;0,0;0,0;0,00100250036139005;0,0019146094202130075;0,0;0,9820193518925547;-0,017215876848791;0,017215876848791;1,0;1,0;1,0;0,09036812518380112;0,0
2017-03-20;-0,000243078122434875;-0,000243078122434875;0,0;0,0;0,0009971835221932782;0,0019146094202130075;0,0;0,9817806734822271;-0,01745474113568812;0,01745474113568812;1,0;1,0;1,0;0,0972307917075974;0,0
2017-03-21;0,000949360230698625;0,000949360230698625;0,0;0,0;0,0009918666829965065;0,0019146094202130075;0,0;0,9827131795809644;-0,016521508825332428;0,016521508825332428;1,0;1,0;1,0;0,10714619828680462;0,0
2017-03-22;0,000128145673040075;0,000128145673040075;0,0;0,0;0,0009865498437997345;0,0019146094202130075;0,0;0,9828391180918324;-0,016395472236811127;0,016395472236811127;1,0;1,0;1,0;0,1117304248069494;0,0
2017-03-23;0,0007798822489877115;0,0007798822489877115;0,0;0,0;0,0009812330046029632;0,0017979373682617517;0,0;0,9836059158407545;-0,015628077325645306;0,015628077325645306;1,0;1,0;1,0;0,11835688333145646;0,0
2017-03-24;0,00016575353524265;0,00016575353524265;0,0;0,0;0,00097927043785747;0,0017979373682617517;0,0;0,983768965511247;-0,015464900676288789;0,015464900676288789;1,0;1,0;1,0;0,11624346744421304;0,0
2017-03-27;-0,000791003197242275;-0,000791003197242275;0,0;0,0;0,0009773078711119768;0,0017979373682617517;0,0;0,9829911087983112;-0,016243363163903367;0,016243363163903367;1,0;1,0;1,0;0,13599464889175197;0,0
2017-03-28;3,1581809506374945e-05;3,1581809506374945e-05;0,0;0,0;0,0009753453043664836;0,0017979373682617517;0,0;0,9830221539264838;-0,016212293858588283;0,016212293858588283;1,0;1,0;1,0;0,1435195333252666;0,0
